#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_000654755.1	PRJNA235649	SAMN02598984	JKPC00000000.1	na	1448638	1773	Mycobacterium tuberculosis M1232	strain=M1232		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1232_V1	Broad Institute	GCF_000654755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/755/GCA_000654755.1_Myco_tube_M1232_V1		
GCA_000654775.1	PRJNA235650	SAMN02598985	JKPB00000000.1	na	1448639	1773	Mycobacterium tuberculosis M1233	strain=M1233		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1233_V1	Broad Institute	GCF_000654775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/775/GCA_000654775.1_Myco_tube_M1233_V1		
GCA_000654795.1	PRJNA235651	SAMN02598986	JKPA00000000.1	na	1448640	1773	Mycobacterium tuberculosis M1236	strain=M1236		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1236_V1	Broad Institute	GCF_000654795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/795/GCA_000654795.1_Myco_tube_M1236_V1		
GCA_000654815.1	PRJNA235652	SAMN02598987	JKOZ00000000.1	na	1448641	1773	Mycobacterium tuberculosis M1253	strain=M1253		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1253_V1	Broad Institute	GCF_000654815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/815/GCA_000654815.1_Myco_tube_M1253_V1		
GCA_000654835.1	PRJNA235653	SAMN02598988	JKOY00000000.1	na	1448642	1773	Mycobacterium tuberculosis M1270	strain=M1270		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1270_V1	Broad Institute	GCF_000654835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/835/GCA_000654835.1_Myco_tube_M1270_V1		
GCA_000654855.1	PRJNA235654	SAMN02598989	JKOX00000000.1	na	1448643	1773	Mycobacterium tuberculosis M1271	strain=M1271		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1271_V1	Broad Institute	GCF_000654855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/855/GCA_000654855.1_Myco_tube_M1271_V1		
GCA_000654875.1	PRJNA235655	SAMN02598990	JKOW00000000.1	na	1448644	1773	Mycobacterium tuberculosis M1273	strain=M1273		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1273_V1	Broad Institute	GCF_000654875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/875/GCA_000654875.1_Myco_tube_M1273_V1		
GCA_000654895.1	PRJNA235656	SAMN02598991	JKOV00000000.1	na	1448645	1773	Mycobacterium tuberculosis M1274	strain=M1274		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1274_V1	Broad Institute	GCF_000654895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/895/GCA_000654895.1_Myco_tube_M1274_V1		
GCA_000654915.1	PRJNA235657	SAMN02598992	JKOU00000000.1	na	1448646	1773	Mycobacterium tuberculosis M1283	strain=M1283		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1283_V1	Broad Institute	GCF_000654915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/915/GCA_000654915.1_Myco_tube_M1283_V1		
GCA_000654935.1	PRJNA235658	SAMN02598993	JKOT00000000.1	na	1448647	1773	Mycobacterium tuberculosis M1272	strain=M1272		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1272_V1	Broad Institute	GCF_000654935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/935/GCA_000654935.1_Myco_tube_M1272_V1		
GCA_000654955.1	PRJNA235659	SAMN02598994	JKOS00000000.1	na	1448648	1773	Mycobacterium tuberculosis M1287	strain=M1287		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1287_V1	Broad Institute	GCF_000654955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/955/GCA_000654955.1_Myco_tube_M1287_V1		
GCA_000654975.1	PRJNA235660	SAMN02598995	JKOR00000000.1	na	1448649	1773	Mycobacterium tuberculosis M1288	strain=M1288		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1288_V1	Broad Institute	GCF_000654975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/975/GCA_000654975.1_Myco_tube_M1288_V1		
GCA_000654995.1	PRJNA235661	SAMN02598996	JKOQ00000000.1	na	1448650	1773	Mycobacterium tuberculosis M1292	strain=M1292		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1292_V1	Broad Institute	GCF_000654995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/995/GCA_000654995.1_Myco_tube_M1292_V1		
GCA_000655015.1	PRJNA235662	SAMN02598997	JKOP00000000.1	na	1448651	1773	Mycobacterium tuberculosis M1294	strain=M1294		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1294_V1	Broad Institute	GCF_000655015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/015/GCA_000655015.1_Myco_tube_M1294_V1		
GCA_000655035.1	PRJNA235663	SAMN02598998	JKOO00000000.1	na	1448652	1773	Mycobacterium tuberculosis M1295	strain=M1295		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1295_V1	Broad Institute	GCF_000655035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/035/GCA_000655035.1_Myco_tube_M1295_V1		
GCA_000655055.1	PRJNA235664	SAMN02598999	JKON00000000.1	na	1448653	1773	Mycobacterium tuberculosis M1300	strain=M1300		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1300_V1	Broad Institute	GCF_000655055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/055/GCA_000655055.1_Myco_tube_M1300_V1		
GCA_000655075.1	PRJNA235665	SAMN02599000	JKOM00000000.1	na	1448654	1773	Mycobacterium tuberculosis M1304	strain=M1304		latest	Scaffold	Major	Full	2014/04/29	Myco_tube_M1304_V1	Broad Institute	GCF_000655075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/075/GCA_000655075.1_Myco_tube_M1304_V1		
GCA_000655095.1	PRJNA229655	SAMN02419615	JLJK00000000.1	na	1427259	1773	Mycobacterium tuberculosis XTB13-180	strain=XTB13-180		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-180_V1	Broad Institute	GCF_000655095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/095/GCA_000655095.1_Myco_tube_XTB13-180_V1		
GCA_000655115.1	PRJNA229656	SAMN02419616	JLJJ00000000.1	na	1427260	1773	Mycobacterium tuberculosis XTB13-182	strain=XTB13-182		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-182_V1	Broad Institute	GCF_000655115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/115/GCA_000655115.1_Myco_tube_XTB13-182_V1		
GCA_000655135.1	PRJNA229657	SAMN02419617	JLJI00000000.1	na	1427261	1773	Mycobacterium tuberculosis XTB13-183	strain=XTB13-183		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-183_V1	Broad Institute	GCF_000655135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/135/GCA_000655135.1_Myco_tube_XTB13-183_V1		
GCA_000655155.1	PRJNA229658	SAMN02419618	JLJH00000000.1	na	1427262	1773	Mycobacterium tuberculosis XTB13-184	strain=XTB13-184		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-184_V1	Broad Institute	GCF_000655155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/155/GCA_000655155.1_Myco_tube_XTB13-184_V1		
GCA_000655175.1	PRJNA229660	SAMN02419620	JLJG00000000.1	na	1427264	1773	Mycobacterium tuberculosis XTB13-186	strain=XTB13-186		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-186_V1	Broad Institute	GCF_000655175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/175/GCA_000655175.1_Myco_tube_XTB13-186_V1		
GCA_000655195.1	PRJNA229661	SAMN02419621	JLJF00000000.1	na	1427265	1773	Mycobacterium tuberculosis XTB13-187	strain=XTB13-187		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-187_V1	Broad Institute	GCF_000655195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/195/GCA_000655195.1_Myco_tube_XTB13-187_V1		
GCA_000655215.1	PRJNA229662	SAMN02419622	JLJE00000000.1	na	1427266	1773	Mycobacterium tuberculosis XTB13-188	strain=XTB13-188		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-188_V1	Broad Institute	GCF_000655215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/215/GCA_000655215.1_Myco_tube_XTB13-188_V1		
GCA_000655235.1	PRJNA229664	SAMN02419624	JLJD00000000.1	na	1427268	1773	Mycobacterium tuberculosis XTB13-190	strain=XTB13-190		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-190_V1	Broad Institute	GCF_000655235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/235/GCA_000655235.1_Myco_tube_XTB13-190_V1		
GCA_000655255.1	PRJNA229665	SAMN02419625	JLJC00000000.1	na	1427269	1773	Mycobacterium tuberculosis XTB13-191	strain=XTB13-191		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-191_V1	Broad Institute	GCF_000655255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/255/GCA_000655255.1_Myco_tube_XTB13-191_V1		
GCA_000655275.1	PRJNA229666	SAMN02419626	JLJB00000000.1	na	1427270	1773	Mycobacterium tuberculosis XTB13-192	strain=XTB13-192		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-192_V1	Broad Institute	GCF_000655275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/275/GCA_000655275.1_Myco_tube_XTB13-192_V1		
GCA_000655295.1	PRJNA229667	SAMN02419627	JLJA00000000.1	na	1427271	1773	Mycobacterium tuberculosis XTB13-193	strain=XTB13-193		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-193_V1	Broad Institute	GCF_000655295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/295/GCA_000655295.1_Myco_tube_XTB13-193_V1		
GCA_000655315.1	PRJNA229668	SAMN02419628	JLIZ00000000.1	na	1427272	1773	Mycobacterium tuberculosis XTB13-194	strain=XTB13-194		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-194_V1	Broad Institute	GCF_000655315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/315/GCA_000655315.1_Myco_tube_XTB13-194_V1		
GCA_000655335.1	PRJNA229669	SAMN02419629	JLIY00000000.1	na	1427273	1773	Mycobacterium tuberculosis XTB13-195	strain=XTB13-195		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-195_V1	Broad Institute	GCF_000655335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/335/GCA_000655335.1_Myco_tube_XTB13-195_V1		
GCA_000655355.1	PRJNA229670	SAMN02419630	JLIX00000000.1	na	1427274	1773	Mycobacterium tuberculosis XTB13-196	strain=XTB13-196		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-196_V1	Broad Institute	GCF_000655355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/355/GCA_000655355.1_Myco_tube_XTB13-196_V1		
GCA_000655375.1	PRJNA229671	SAMN02419631	JLIW00000000.1	na	1427275	1773	Mycobacterium tuberculosis XTB13-197	strain=XTB13-197		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-197_V1	Broad Institute	GCF_000655375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/375/GCA_000655375.1_Myco_tube_XTB13-197_V1		
GCA_000655395.1	PRJNA229672	SAMN02419632	JLIV00000000.1	na	1427276	1773	Mycobacterium tuberculosis XTB13-198	strain=XTB13-198		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-198_V1	Broad Institute	GCF_000655395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/395/GCA_000655395.1_Myco_tube_XTB13-198_V1		
GCA_000655415.1	PRJNA229673	SAMN02419633	JLIU00000000.1	na	1427277	1773	Mycobacterium tuberculosis XTB13-199	strain=XTB13-199		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-199_V1	Broad Institute	GCF_000655415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/415/GCA_000655415.1_Myco_tube_XTB13-199_V1		
GCA_000655435.1	PRJNA229674	SAMN02419634	JLIT00000000.1	na	1427278	1773	Mycobacterium tuberculosis XTB13-200	strain=XTB13-200		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-200_V1	Broad Institute	GCF_000655435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/435/GCA_000655435.1_Myco_tube_XTB13-200_V1		
GCA_000655455.1	PRJNA229677	SAMN02419636	JLIR00000000.1	na	1427280	1773	Mycobacterium tuberculosis XTB13-203	strain=XTB13-203		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-203_V1	Broad Institute	GCF_000655455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/455/GCA_000655455.1_Myco_tube_XTB13-203_V1		
GCA_000655475.1	PRJNA229678	SAMN02419637	JLIQ00000000.1	na	1427281	1773	Mycobacterium tuberculosis XTB13-204	strain=XTB13-204		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-204_V1	Broad Institute	GCF_000655475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/475/GCA_000655475.1_Myco_tube_XTB13-204_V1		
GCA_000655495.1	PRJNA229679	SAMN02419638	JLIP00000000.1	na	1427282	1773	Mycobacterium tuberculosis XTB13-205	strain=XTB13-205		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-205_V1	Broad Institute	GCF_000655495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/495/GCA_000655495.1_Myco_tube_XTB13-205_V1		
GCA_000655515.1	PRJNA229680	SAMN02419639	JLIO00000000.1	na	1427283	1773	Mycobacterium tuberculosis XTB13-206	strain=XTB13-206		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-206_V1	Broad Institute	GCF_000655515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/515/GCA_000655515.1_Myco_tube_XTB13-206_V1		
GCA_000655535.1	PRJNA229682	SAMN02419641	JLIN00000000.1	na	1427285	1773	Mycobacterium tuberculosis XTB13-208	strain=XTB13-208		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-208_V1	Broad Institute	GCF_000655535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/535/GCA_000655535.1_Myco_tube_XTB13-208_V1		
GCA_000655555.1	PRJNA229683	SAMN02419642	JLIM00000000.1	na	1427286	1773	Mycobacterium tuberculosis XTB13-209	strain=XTB13-209		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-209_V1	Broad Institute	GCF_000655555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/555/GCA_000655555.1_Myco_tube_XTB13-209_V1		
GCA_000655575.1	PRJNA229685	SAMN02419643	JLIL00000000.1	na	1427287	1773	Mycobacterium tuberculosis XTB13-210	strain=XTB13-210		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-210_V1	Broad Institute	GCF_000655575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/575/GCA_000655575.1_Myco_tube_XTB13-210_V1		
GCA_000655595.1	PRJNA229686	SAMN02419644	JLIK00000000.1	na	1427288	1773	Mycobacterium tuberculosis XTB13-211	strain=XTB13-211		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-211_V1	Broad Institute	GCF_000655595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/595/GCA_000655595.1_Myco_tube_XTB13-211_V1		
GCA_000655615.1	PRJNA229687	SAMN02419645	JLIJ00000000.1	na	1427289	1773	Mycobacterium tuberculosis XTB13-212	strain=XTB13-212		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-212_V1	Broad Institute	GCF_000655615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/615/GCA_000655615.1_Myco_tube_XTB13-212_V1		
GCA_000655635.1	PRJNA229688	SAMN02419646	JLII00000000.1	na	1427290	1773	Mycobacterium tuberculosis XTB13-213	strain=XTB13-213		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-213_V1	Broad Institute	GCF_000655635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/635/GCA_000655635.1_Myco_tube_XTB13-213_V1		
GCA_000655655.1	PRJNA229689	SAMN02419647	JLIH00000000.1	na	1427291	1773	Mycobacterium tuberculosis XTB13-214	strain=XTB13-214		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-214_V1	Broad Institute	GCF_000655655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/655/GCA_000655655.1_Myco_tube_XTB13-214_V1		
GCA_000655675.1	PRJNA229690	SAMN02419648	JLIG00000000.1	na	1427292	1773	Mycobacterium tuberculosis XTB13-216	strain=XTB13-216		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-216_V1	Broad Institute	GCF_000655675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/675/GCA_000655675.1_Myco_tube_XTB13-216_V1		
GCA_000655695.1	PRJNA229691	SAMN02419649	JLIF00000000.1	na	1427293	1773	Mycobacterium tuberculosis XTB13-217	strain=XTB13-217		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-217_V1	Broad Institute	GCF_000655695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/695/GCA_000655695.1_Myco_tube_XTB13-217_V1		
GCA_000655715.1	PRJNA229692	SAMN02419650	JLIE00000000.1	na	1427294	1773	Mycobacterium tuberculosis XTB13-218	strain=XTB13-218		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-218_V1	Broad Institute	GCF_000655715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/715/GCA_000655715.1_Myco_tube_XTB13-218_V1		
GCA_000655735.1	PRJNA229693	SAMN02419651	JLID00000000.1	na	1427295	1773	Mycobacterium tuberculosis XTB13-219	strain=XTB13-219		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-219_V1	Broad Institute	GCF_000655735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/735/GCA_000655735.1_Myco_tube_XTB13-219_V1		
GCA_000655775.1	PRJNA229695	SAMN02419653	JLIB00000000.1	na	1427297	1773	Mycobacterium tuberculosis XTB13-225	strain=XTB13-225		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-225_V1	Broad Institute	GCF_000655775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/775/GCA_000655775.1_Myco_tube_XTB13-225_V1		
GCA_000655795.1	PRJNA229696	SAMN02419654	JLIA00000000.1	na	1427298	1773	Mycobacterium tuberculosis XTB13-227	strain=XTB13-227		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-227_V1	Broad Institute	GCF_000655795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/795/GCA_000655795.1_Myco_tube_XTB13-227_V1		
GCA_000655815.1	PRJNA229697	SAMN02419655	JLHZ00000000.1	na	1427299	1773	Mycobacterium tuberculosis XTB13-228	strain=XTB13-228		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-228_V1	Broad Institute	GCF_000655815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/815/GCA_000655815.1_Myco_tube_XTB13-228_V1		
GCA_000655835.1	PRJNA229698	SAMN02419656	JLHY00000000.1	na	1427300	1773	Mycobacterium tuberculosis XTB13-229	strain=XTB13-229		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-229_V1	Broad Institute	GCF_000655835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/835/GCA_000655835.1_Myco_tube_XTB13-229_V1		
GCA_000655855.1	PRJNA229699	SAMN02419657	JLHX00000000.1	na	1427301	1773	Mycobacterium tuberculosis XTB13-230	strain=XTB13-230		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-230_V1	Broad Institute	GCF_000655855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/855/GCA_000655855.1_Myco_tube_XTB13-230_V1		
GCA_000655875.1	PRJNA229700	SAMN02419658	JLHW00000000.1	na	1427302	1773	Mycobacterium tuberculosis XTB13-231	strain=XTB13-231		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-231_V1	Broad Institute	GCF_000655875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/875/GCA_000655875.1_Myco_tube_XTB13-231_V1		
GCA_000655895.1	PRJNA229701	SAMN02419659	JLHV00000000.1	na	1427303	1773	Mycobacterium tuberculosis XTB13-232	strain=XTB13-232		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-232_V1	Broad Institute	GCF_000655895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/895/GCA_000655895.1_Myco_tube_XTB13-232_V1		
GCA_000655915.1	PRJNA229702	SAMN02419660	JLHU00000000.1	na	1427304	1773	Mycobacterium tuberculosis XTB13-233	strain=XTB13-233		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-233_V1	Broad Institute	GCF_000655915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/915/GCA_000655915.1_Myco_tube_XTB13-233_V1		
GCA_000655935.1	PRJNA229703	SAMN02419661	JLHT00000000.1	na	1427305	1773	Mycobacterium tuberculosis XTB13-234	strain=XTB13-234		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-234_V1	Broad Institute	GCF_000655935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/935/GCA_000655935.1_Myco_tube_XTB13-234_V1		
GCA_000655955.1	PRJNA229704	SAMN02419662	JLHS00000000.1	na	1427306	1773	Mycobacterium tuberculosis XTB13-235	strain=XTB13-235		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-235_V1	Broad Institute	GCF_000655955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/955/GCA_000655955.1_Myco_tube_XTB13-235_V1		
GCA_000655975.1	PRJNA229705	SAMN02419663	JLHR00000000.1	na	1427307	1773	Mycobacterium tuberculosis XTB13-237	strain=XTB13-237		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-237_V1	Broad Institute	GCF_000655975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/975/GCA_000655975.1_Myco_tube_XTB13-237_V1		
GCA_000655995.1	PRJNA229706	SAMN02419664	JLHQ00000000.1	na	1427308	1773	Mycobacterium tuberculosis XTB13-238	strain=XTB13-238		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-238_V1	Broad Institute	GCF_000655995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/995/GCA_000655995.1_Myco_tube_XTB13-238_V1		
GCA_000656015.1	PRJNA229707	SAMN02419665	JLHP00000000.1	na	1427309	1773	Mycobacterium tuberculosis XTB13-239	strain=XTB13-239		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-239_V1	Broad Institute	GCF_000656015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/656/015/GCA_000656015.1_Myco_tube_XTB13-239_V1		
GCA_000656035.1	PRJNA229708	SAMN02419666	JLHO00000000.1	na	1427310	1773	Mycobacterium tuberculosis XTB13-240	strain=XTB13-240		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-240_V1	Broad Institute	GCF_000656035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/656/035/GCA_000656035.1_Myco_tube_XTB13-240_V1		
GCA_000656055.1	PRJNA229709	SAMN02419667	JLHN00000000.1	na	1427311	1773	Mycobacterium tuberculosis XTB13-241	strain=XTB13-241		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-241_V1	Broad Institute	GCF_000656055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/656/055/GCA_000656055.1_Myco_tube_XTB13-241_V1		
GCA_000656075.1	PRJNA229710	SAMN02419668	JLHM00000000.1	na	1427312	1773	Mycobacterium tuberculosis XTB13-242	strain=XTB13-242		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-242_V1	Broad Institute	GCF_000656075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/656/075/GCA_000656075.1_Myco_tube_XTB13-242_V1		
GCA_000656095.1	PRJNA229711	SAMN02419669	JLHL00000000.1	na	1427313	1773	Mycobacterium tuberculosis XTB13-244	strain=XTB13-244		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-244_V1	Broad Institute	GCF_000656095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/656/095/GCA_000656095.1_Myco_tube_XTB13-244_V1		
GCA_000656115.1	PRJNA229712	SAMN02419670	JLHK00000000.1	na	1427314	1773	Mycobacterium tuberculosis XTB13-245	strain=XTB13-245		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-245_V1	Broad Institute	GCF_000656115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/656/115/GCA_000656115.1_Myco_tube_XTB13-245_V1		
GCA_000656135.1	PRJNA229713	SAMN02419671	JLHJ00000000.1	na	1427315	1773	Mycobacterium tuberculosis XTB13-246	strain=XTB13-246		latest	Scaffold	Major	Full	2014/04/30	Myco_tube_XTB13-246_V1	Broad Institute	GCF_000656135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/656/135/GCA_000656135.1_Myco_tube_XTB13-246_V1		
